,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
25,"
                河南农业大学-河南农业大学生命科学学院大型仪器购置专项-中标公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423895.html,中标,,,,,
26,"
                河南省人民医院（16排ct、ge mr1.5 hdx）维保服务项目1标段（16排ct）中标候选人公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423883.html,中标,,,,,
27,"
                郑州市第一人民医院招标代理机构备选入围项目结果公示",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2423877.html,中标,,,,,
28,"
                郑州大学第三附属医院设备类、工程类项目中标结果公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423875.html,中标,,,,,
29,"
                河南省第二监狱狱内生活垃圾清运项目流标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423871.html,中标,,,,,
30,"
                河南护理职业学院新老校区宿舍楼线路改造项目结果公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423853.html,中标,,,,,
31,"
                郑州儿童医院网络脑电工作站设备采购项目中标候选人公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423846.html,中标,,,,,
32,"
                郑州儿童医院二维经食道超声探头设备采购项目中标候选人公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423845.html,中标,,,,,
33,"
                郑州儿童医院血浆融浆机设备采购项目中标候选人公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423844.html,中标,,,,,
34,"
                河南省收费还贷高速公路管理有限公司宛坪分公司高速公路技术状况检测中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423839.html,中标,,,,,
35,"
                河南高速公路发展有限责任公司路产大队巡逻车采购项目clcg-1中标结果公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423838.html,中标,,,,,
36,"
                河南农业大学生命科学学院大型仪器购置专项中标公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423823.html,中标,,,,,
37,"
                郑州轻工业大学新校区体育馆室外配套工程结果公告",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423821.html,中标,,,,,
38,"
                河南城建学院“巡视整改”项目—龙翔校区家属区供热二次管网改造工程结果公示",南城,http://hnzhaobiao.com//news1/2019-11-5/2423817.html,中标,,,,,
39,"
                河南省工艺美术学校学生公寓物业管理项目合同公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423816.html,中标,,,,,
40,"
                河南农业大学植物保护学院学科科研平台建设合同公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423810.html,中标,,,,,
41,"
                黄河下游防洪工程（河南段）工程观测及管理设备采购d包合同公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423805.html,中标,,,,,
42,"
                河南警察学院新校区篮球比赛场地工程（风雨球场）合同公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423802.html,中标,,,,,
43,"
                黄河下游防洪工程（河南段）工程观测及管理设备采购e包合同公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423801.html,中标,,,,,
44,"
                河南城建学院“巡视整改”项目—龙翔校区家属区供热二次管网改造工程结果公告",南城,http://hnzhaobiao.com//news1/2019-11-5/2423792.html,中标,,,,,
45,"
                河南质量工程职业学院实验、实训、实践教学综合服务平台-结果公告-第一标段",河南,http://hnzhaobiao.com//news1/2019-11-5/2423775.html,中标,,,,,
46,"
                河南省收费还贷高速公路管理有限公司宛坪分公司高速公路技术状况检测a类中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423766.html,中标,,,,,
47,"
                河南省收费还贷高速公路管理有限公司宛坪分公司高速公路技术状况检测a类中标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423765.html,中标,,,,,
48,"
                河南省矿山安全技术支撑实验室建设项目中标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423753.html,中标,,,,,
49,"
                河南省锅检院软件开发及升级服务采购中标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423745.html,中标,,,,,
50,"
                郑州大学图书馆2019年度中文图书、外文原版及港台图书采购、编目、加工项目结果公告",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423736.html,中标,,,,,
51,"
                河南日报与河南省体育局合作中标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423734.html,中标,,,,,
52,"
                河南高速公路发展有限责任公司路产大队巡逻车采购项目clcg-1中标公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2423720.html,中标,,,,,
53,"
                河南省焦作监狱迁建项目桥架及电路安装工程项目中标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423708.html,中标,,,,,
54,"
                河南质量工程职业学院实验、实训、实践教学综合服务平台-结果公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423690.html,中标,,,,,
55,"
                河南省周口市川汇区金海路办事处-下口行政村村级公益事业财政奖补项目-成交公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423663.html,中标,,,,,
56,"
                国网河南驻马店供电公司8县公司通信电源及ups技术服务项目成交公告",驻马店,http://hnzhaobiao.com//news1/2019-11-5/2423658.html,中标,,,,,
57,"
                国网河南驻马店供电公司2019年群众创新项目（第二批）成交公告",驻马店,http://hnzhaobiao.com//news1/2019-11-5/2423657.html,中标,,,,,
58,"
                河南省焦南监狱2#监舍楼北活动场地面改造工程项目（二次）",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423650.html,中标,,,,,
59,"
                国网河南驻马店供电公司供电服务指挥平台基础实施费用项目成交公告",驻马店,http://hnzhaobiao.com//news1/2019-11-5/2423648.html,中标,,,,,
60,"
                国网河南驻马店供电公司2019年95598非核心业务外包工程项目成交公告",驻马店,http://hnzhaobiao.com//news1/2019-11-5/2423646.html,中标,,,,,
61,"
                [招标]中国铁路郑州局集团有限公司“2019年郑州工务机械段焊机、精磨机配件第二批”采购（11910030）招标二次公告",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423643.html,中标,,,,,
62,"
                ?郑州银行分支行无线网络建设项目中标公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423632.html,中标,,,,,
63,"
                河南农业职业学院会计实验室建设项目（包2）中标公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2423630.html,中标,,,,,
64,"
                郑州市金水区金桂小学非永久性实体工程中标候选人公示",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2423624.html,中标,,,,,
65,"
                河南华润电力首阳山有限公司2019年首阳山项目半年度石灰石采购中标结果公告",阳山,http://hnzhaobiao.com//news1/2019-11-5/2423611.html,中标,,,,,
66,"
                河南工程学院西区田径场看台及网球场墙面翻新谈判结果公告",西区,http://hnzhaobiao.com//news1/2019-11-5/2423605.html,中标,,,,,
67,"
                河南石油分公司2019-2021年度工程项目造价咨询（框架协议）工程造价_二标段中标结果公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2423587.html,中标,,,,,
68,"
                河南城发环境股份有限公司鹤壁市生活垃圾焚烧发电项目设备成套采购公开招标评审公示",鹤壁市,http://hnzhaobiao.com//news1/2019-11-5/2423569.html,中标,,,,,
69,"
                郑州市二七区侯寨乡红花寺社区一组办事大厅工程中标候选人公示",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2423556.html,中标,,,,,
70,"
                河南省第四监狱改扩建工程2#、3#监舍楼太阳能热水系统项目流标公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423550.html,中标,,,,,
71,"
                河南石油分公司2019-2021年度工程项目造价咨询（框架协议）工程造价_四标段中标结果公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2423541.html,中标,,,,,
72,"
                河南中医药大学-第九批重点学科建设-成交公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423526.html,中标,,,,,
73,"
                上海浦发银行郑州分行智能一脸通项目结果公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423518.html,中标,,,,,
74,"
                河南省烟草公司安阳市公司新能源送货车辆购置项目评标结果公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423506.html,中标,,,,,
75,"
                河南省沁阳市部队关于部队工程（建筑、市政、安防）设计项目成交公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423418.html,中标,,,,,
76,"
                河南农业大学龙子湖校区河南农业大学龙子湖校区第二实验楼(农业科技中心和农科教学实验中心)智能化工程中标候选人公示",区河,http://hnzhaobiao.com//news1/2019-11-5/2424606.html,中标,,,,,
77,"
                河南省南太行地区山水林田湖草生态保护修复工程济源沿黄生态涵养带困难地造林项目(二期)五标段中标结果公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424605.html,中标,,,,,
78,"
                【物资类】中国电建河南工程公司一分公司华润电力睢阳区20mw分散式风电项目钢筋采购项目成交公示",阳区,http://hnzhaobiao.com//news1/2019-11-5/2424604.html,中标,,,,,
79,"
                河南省肿瘤医院内科病房综合楼造价咨询项目二标段中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424603.html,中标,,,,,
80,"
                郑州市惠济区长兴路办事处南阳寨村围挡采购项目竞争性磋商成交公告",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2424602.html,中标,,,,,
81,"
                河南省肿瘤医院分子病理科购置数字式荧光条形码单分子分析系统项目中标结果...",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424601.html,中标,,,,,
82,"
                河南省南太行地区山水林田湖草生态保护修复工程济源沿黄生态涵养带困难地造林项目(二期)三标段中标结果公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424593.html,中标,,,,,
83,"
                中铁七局集团郑州公司焦作黄河桥项目钢筋网片竞争性谈判结果公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2424584.html,中标,,,,,
84,"
                河南省肿瘤医院宣教及会议设备升级改造项目二标段中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424570.html,中标,,,,,
85,"
                河南省肿瘤医院宣教及会议设备升级改造项目一标段中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424568.html,中标,,,,,
86,"
                河南省肿瘤医院内科病房综合楼造价咨询项目一标段中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424566.html,中标,,,,,
87,"
                河南省肿瘤医院内科病房综合楼项目监理中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424565.html,中标,,,,,
88,"
                河南科技大学多功能智慧语言实训室建设项目成交公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2424562.html,中标,,,,,
89,"
                河南先进技术研究院周二军人才平台建设仪器设备采购项目结果公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2424560.html,中标,,,,,
90,"
                郑州大学分子催化与合成研究院平台建设仪器设备采购项目中标公告",郑州,http://hnzhaobiao.com//news1/2019-11-5/2424559.html,中标,,,,,
91,"
                国网河南驻马店供电公司2019年群众创新项目（第一批）成交公告",驻马店,http://hnzhaobiao.com//news1/2019-11-5/2424519.html,中标,,,,,
92,"
                河南教育学院健康管理实验中心i期中标公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2424514.html,中标,,,,,
93,"
                河南省老干部康复医院红外热像诊断系统采购结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424511.html,中标,,,,,
94,"
                蒙牛乳业常温事业部河南大区办公室改装项目 询比价结果公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2424500.html,中标,,,,,
95,"
                【物资类】中国电建河南工程公司电源工程事业部山西榆社风电场项目其它电线电缆及电器元件采购项目中标公示",榆社,http://hnzhaobiao.com//news1/2019-11-5/2424499.html,中标,,,,,
96,"
                河南省作家协会“文鼎中原”“青年作家文丛”项目结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424498.html,中标,,,,,
97,"
                中国石化销售股份有限公司河南济源石油分公司服务区便利店改造项目评标结果公告",济源,http://hnzhaobiao.com//news1/2019-11-5/2424496.html,中标,,,,,
98,"
                河南省南太行地区山水林田湖草生态保护修复工程济源沿黄生态涵养带困难地造林项目(二期)八标段 中标结果公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424483.html,中标,,,,,
99,"
                郑州地铁4号线05标钢板材料招标中标公告",郑州,http://hnzhaobiao.com//news1/2019-11-5/2424451.html,中标,,,,,
100,"
                河南省人民医院（16排ct、gemr1.5hdx）维保服务项目1标段（16排ct）中标候选人公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424450.html,中标,,,,,
101,"
                河南移动2019-2021年集客ims设备采购项目_中标候选人公示",河南,http://hnzhaobiao.com//news1/2019-11-5/2424448.html,中标,,,,,
102,"
                河南省烟草公司商丘市公司2019-2022年物业管理服务、配电维护中标结果公告 [变更]",河南省,http://hnzhaobiao.com//news1/2019-11-5/2424436.html,中标,,,,,
103,"
                郑州银行分支行无线网络建设项目中标公示",郑州,http://hnzhaobiao.com//news1/2019-11-5/2423153.html,中标,,,,,
104,"
                郑州市上街区衡山路幼儿园项目中标结果公示",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2423150.html,中标,,,,,
105,"
                郑州市高标准“菜篮子”生产示范基地建设项目（石井村）设备及安装中标公示",郑州市,http://hnzhaobiao.com//news1/2019-11-5/2423142.html,中标,,,,,
106,"
                中国工商银行河南省分行全辖信用卡逾期透支非诉讼清收外聘合作机构项目中标结果公示",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423132.html,中标,,,,,
107,"
                河南省收费还贷高速公路管理有限公司三门峡分公司2020年-2022年养护工程勘察设计服务招标中标结果公告",河南省,http://hnzhaobiao.com//news1/2019-11-5/2423119.html,中标,,,,,
108,"
                河南龙都天仁生物材料有限公司新建西中车间工程评标结果公示",新建,http://hnzhaobiao.com//news1/2019-11-5/2423105.html,中标,,,,,
109,"
                河南中原高速公路股份有限公司路产管理大队巡逻车采购项目",河南,http://hnzhaobiao.com//news1/2019-11-5/2423103.html,中标,,,,,
110,"
                河南豫能新能源有限公司长垣县100mw风电项目项目评估工作、评估报告、评价报告编制等项目二标段谈判采购（二次）结果公告",长垣县,http://hnzhaobiao.com//news1/2019-11-5/2423102.html,中标,,,,,
111,"
                河南大学第一附属医院信息安全等级保护三级测评项目成交公告",河南,http://hnzhaobiao.com//news1/2019-11-5/2423093.html,中标,,,,,
112,"
                河南城发环境股份有限公司鹤壁市生活垃圾焚烧发电项目设备成套采购结果公示",鹤壁市,http://hnzhaobiao.com//news1/2019-11-5/2423092.html,中标,,,,,
