,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
74,"
                                                河北某部口腔科改建医疗设备采购项目
                                            ",,http://www.bidcenter.com.cn/news-81065842-4.html,招标,,,,,
75,"
                                                河北新增罗屯至水厂110kV线路及站内改造工程N13-N14跨越大秦铁路跨越架搭设及拆除专业分包招标采购中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81065828-4.html,招标,,,,,
76,"
                                                河北河北大学附属医院本部远程值守预警系统采购项目
                                            ",,http://www.bidcenter.com.cn/news-81065471-1.html,招标,,,,,
77,"
                                                河北中烟工业有限责任公司一号工程打码机升级改造购置项目二标段：一号工程打码机购置中标结果公告
                                            ",,http://www.bidcenter.com.cn/news-81065093-4.html,招标,,,,,
78,"
                                                河北华北理工大学附属医院运维管理系统采购项目公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81064988-1.html,招标,,,,,
79,"
                                                河北华北理工大学附属医院数据库维保服务项目公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81064985-1.html,招标,,,,,
80,"
                                                河北河北省人民医院医疗设备采购项目公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81064981-1.html,招标,,,,,
81,"
                                                河北省大江大河水文监测（一期）建设工程（2019年中央投资）承德局三道河子水文站建设项目仪器设备采购中标公告
                                            ",,http://www.bidcenter.com.cn/news-81064896-4.html,招标,,,,,
82,"
                                                河北省大江大河水文监测（一期）建设工程（2019年中央投资）承德局三道河子水文站建设项目建筑工程中标公告
                                            ",,http://www.bidcenter.com.cn/news-81064894-4.html,招标,,,,,
83,"
                                                河北长征汽车制造有限公司搬迁改造项目冲压车间起重机、平板车、激光切割机及配套设备采购
                                            ",,http://www.bidcenter.com.cn/news-81064243-4.html,招标,,,,,
84,"
                                                河北长征汽车制造有限公司搬迁改造项目焊装车间机器人及配套设备采购
                                            ",,http://www.bidcenter.com.cn/news-81064242-4.html,招标,,,,,
85,"
                                                河北崇礼风电公司超能盘等信息物资询价采购询价公告
                                            ",,http://www.bidcenter.com.cn/news-81064204-1.html,招标,,,,,
86,"
                                                关于变更中国银行股份有限公司河北省分行第二营业部“个人高端客户生日蛋糕亲情送”活动项目采购公告的通知
                                            ",,http://www.bidcenter.com.cn/news-81063943-6.html,招标,中国银行股份有限公司,分行,,,
87,"
                                                关于变更中国银行股份有限公司河北省分行第二营业部“高端客户特色活动月月营”项目采购公告的通知
                                            ",,http://www.bidcenter.com.cn/news-81063941-6.html,招标,中国银行股份有限公司,分行,,,
88,"
                                                中冶北方河北太行钢铁集团有限公司重组搬迁改造项目2×300m2烧结机工程项目主电除尘器设备招标中标公告
                                            ",,http://www.bidcenter.com.cn/news-81062656-4.html,招标,,,,,
89,"
                                                中冶北方河北太行钢铁集团有限公司重组搬迁改造项目2×300m2烧结机工程项目多管除尘器设备招标中标公告
                                            ",,http://www.bidcenter.com.cn/news-81062653-4.html,招标,,,,,
90,"
                                                河北河北省文化和旅游厅委托第三方机构开展国家文化公园专业技术服务项目磋商公告
                                            ",,http://www.bidcenter.com.cn/news-81062593-1.html,招标,,,,,
91,"
                                                河北省烟草公司保定市公司采购灭火器换粉项目中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81061978-4.html,招标,,,,,
92,"
                                                河北中国银行股份有限公司河北省分行“2019年自助设备维护服务采购项目”--成交候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81061819-4.html,招标,中国银行股份有限公司,分行,,,
93,"
                                                河北2019年主要信息系统数据及应用备份软件采购项目招标公告
                                            ",,http://www.bidcenter.com.cn/news-81061025-1.html,招标,,,,,
94,"
                                                国电新疆开都河流域水电开发有限公司察汗乌苏水电站UPS电源采购项目结果公告
                                            ",,http://www.bidcenter.com.cn/news-81060803-4.html,招标,,,,,
95,"
                                                河北省张家口某部副食采延期公告其它
                                            ",,http://www.bidcenter.com.cn/news-81060554-1.html,招标,,,,,
96,"
                                                河北山东鲁桥建设有限公司京雄高速SG4合同项目经理部液压模板采购招标
                                            ",,http://www.bidcenter.com.cn/news-81060363-4.html,招标,,,,,
97,"
                                                河北太行炼钢项目浮油回收机采购
                                            ",,http://www.bidcenter.com.cn/news-81059977-5.html,招标,,,,,
98,"
                                                (XJ019110400298)河北太行机械工业有限公司11月专用模具询价-11垫块及上下模落料4种询价公告
                                            ",,http://www.bidcenter.com.cn/news-81059256-1.html,招标,,,,,
99,"
                                                国电河北龙山发电有限责任公司低压截止阀低压蝶阀等的采购结果公告
                                            ",,http://www.bidcenter.com.cn/news-81059132-4.html,招标,,,,,
100,"
                                                河北衡丰发电有限责任公司包皮布等的采购结果公告
                                            ",,http://www.bidcenter.com.cn/news-81059125-4.html,招标,,,,,
101,"
                                                河北衡丰发电有限责任公司醇酸稀料等的采购结果公告
                                            ",,http://www.bidcenter.com.cn/news-81059099-4.html,招标,,,,,
102,"
                                                河北省大清河河务管理处2019年枢纽工程防洪控制项目成交公告
                                            ",,http://www.bidcenter.com.cn/news-81058604-4.html,招标,,,,,
103,"
                                                河南疃污水处理厂及配套管网工程骆庄新村段管网项目,
                                            ",,http://www.bidcenter.com.cn/news-81058471-1.html,招标,,,,,
104,"
                                                河北建投宣化热电有限责任公司2020年度工业氢氧化钙采购招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058463-1.html,招标,,,,,
105,"
                                                河北建投宣化热电有限责任公司2020年度水处理剂聚合硫酸铁采购招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058459-1.html,招标,,,,,
106,"
                                                河北建投宣化热电有限责任公司2020年上半年液氨采购招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058458-1.html,招标,,,,,
107,"
                                                河北建投宣化热电有限责任公司2020年上半年石灰石材料采购招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058457-1.html,招标,,,,,
108,"
                                                河北建投宣化热电有限责任公司2020年度石膏处置招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058454-1.html,招标,,,,,
109,"
                                                河北国网电力科学研究院武汉南瑞有限责任公司冀北电力有限公司检测中心检测设备项目中标公告
                                            ",,http://www.bidcenter.com.cn/news-81058312-4.html,招标,,,,,
110,"
                                                河北疾病预防控制能力建设项目（进口）A包国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81058130-1.html,招标,,,,,
111,"
                                                河北疾病预防控制能力建设项目（进口）B包国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81058125-1.html,招标,,,,,
112,"
                                                河北【河北长安星卡L2双胎生产线技改项目】招标公告
                                            ",,http://www.bidcenter.com.cn/news-81058107-1.html,招标,,,,,
113,"
                                                河北省石家庄水文水资源勘测局河北省大江大河水文监测（一期）建设工程(石家庄2019中央资金部分)中标公告
                                            ",,http://www.bidcenter.com.cn/news-81057650-4.html,招标,,,,,
114,"
                                                河北丰宁风电公司智能飞行器询价采购询价公告
                                            ",,http://www.bidcenter.com.cn/news-81057437-1.html,招标,,,,,
115,"
                                                河北丰宁风电公司清洗剂、水冷液等询价采购询价公告
                                            ",,http://www.bidcenter.com.cn/news-81057421-1.html,招标,,,,,
116,"
                                                河北丰宁风电公司五金器具及站内物资询价采购询价公告
                                            ",,http://www.bidcenter.com.cn/news-81057404-1.html,招标,,,,,
117,"
                                                河北某单位修理厂LED显示屏采购项目中标公示
                                            ",,http://www.bidcenter.com.cn/news-81057256-4.html,招标,,,,,
118,"
                                                河北市场化运营郄马镇敬老院和综合居家养老服务中心项目中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81057241-4.html,招标,,,,,
119,"
                                                河北西湖新城A区建设项目生活给水二次加压设备采购询比采购公告
                                            ",,http://www.bidcenter.com.cn/news-81056879-1.html,招标,,,,,
120,"
                                                河北民族师范学院2020年图书续订单一来源采购项目变更公告
                                            ",,http://www.bidcenter.com.cn/news-81056727-6.html,招标,,,,,
121,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包6：转移亮金卡框架纸（扁盒细支）预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056553-4.html,招标,,,,,
122,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包7：转移亮银卡框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056545-4.html,招标,,,,,
123,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包8：金色镭射转移框架纸111m预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056536-4.html,招标,,,,,
124,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包9：浅绿色压纹白卡框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056517-4.html,招标,,,,,
125,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包1：亮浅金卡框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056516-4.html,招标,,,,,
126,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包10：金色压纹框架纸237g预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056510-4.html,招标,,,,,
127,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包2：白卡框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056495-4.html,招标,,,,,
128,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包4：直镀框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056488-4.html,招标,,,,,
129,"
                                                河北河北中烟工业有限责任公司框架纸招标采购包5：转移亮金卡框架纸预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81056481-4.html,招标,,,,,
130,"
                                                河北河北省烟草公司邢台市公司2019年安全评测服务采购项目招标公告
                                            ",,http://www.bidcenter.com.cn/news-81056256-1.html,招标,,,,,
131,"
                                                河北省公安厅HeBei20191104111910839001
                                            ",,http://www.bidcenter.com.cn/news-81055948-4.html,招标,,,,,
132,"
                                                河北西孟庄村级组织活动场所中标公告
                                            ",,http://www.bidcenter.com.cn/news-81055485-4.html,招标,,,,,
133,"
                                                河北中国人民解放军32152部队小区楼房建设及配套设施设计招标公告
                                            ",,http://www.bidcenter.com.cn/news-81055437-1.html,招标,,,,,
134,"
                                                河北衡水驻军单位图书采购竞争性谈判公告
                                            ",,http://www.bidcenter.com.cn/news-81055414-1.html,招标,,,,,
135,"
                                                河北征缴设备采购-手持式智能POS终端设备公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81055371-1.html,招标,,,,,
136,"
                                                河北中烟工业有限责任公司框架纸招标采购预中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81054433-4.html,招标,,,,,
137,"
                                                河北中烟工业有限责任公司一号工程打码机升级改造购置项目中标公示
                                            ",,http://www.bidcenter.com.cn/news-81054422-4.html,招标,,,,,
138,"
                                                中国移动河北公司2019年互联网生活类权益服务商招标公告
                                            ",,http://www.bidcenter.com.cn/news-81054392-1.html,招标,,,,,
139,"
                                                河北石家庄循环化工园区医院医疗设备采购项目（国际招标）1包国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81054348-1.html,招标,,,,,
140,"
                                                河北中国邮政集团公司邢台市分公司国三车辆安装尾气净化设备采购项目公开竞争性磋商公告
                                            ",,http://www.bidcenter.com.cn/news-81054339-1.html,招标,,,,,
141,"
                                                河北石家庄循环化工园区医院医疗设备采购项目（国际招标）2包国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81054334-1.html,招标,,,,,
142,"
                                                河北征缴设备采购-社会保险费自助终端机设备公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81054328-1.html,招标,,,,,
143,"
                                                河北保定国家高新区技术产业开发区发展有限公司财税服务项目招标公告
                                            ",,http://www.bidcenter.com.cn/news-81054313-1.html,招标,,,,,
144,"
                                                河北医科大学第一医院神经内二科医疗设备采购项目国际招标公告(1)1739-1940BYZB1163
                                            ",,http://www.bidcenter.com.cn/news-81053598-1.html,招标,,,,,
145,"
                                                河北医科大学第一医院妇科医疗设备采购项目国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81053477-1.html,招标,,,,,
146,"
                                                河北五十四所生活区旧区改造项目工程量清单及招标控制价编制服务
                                            ",,http://www.bidcenter.com.cn/news-81053049-6.html,招标,,,,,
147,"
                                                【物资类】中国电建河北工程公司双城杏山风电场Ⅲ级钢筋（370/570级）采购项目成交公示
                                            ",,http://www.bidcenter.com.cn/news-81052297-4.html,招标,,,,,
148,"
                                                河北博物院古籍冷冻杀虫灭菌智能柜采购竞争性磋商中标公示
                                            ",,http://www.bidcenter.com.cn/news-81052047-4.html,招标,,,,,
149,"
                                                交通银行股份有限公司河北省分行本部后勤外包项目公开招标公告
                                            ",,http://www.bidcenter.com.cn/news-81050985-1.html,招标,,,,,
150,"
                                                北京至雄安新区高速公路河北段项目第三方试验检测[中标公告]
                                            ",,http://www.bidcenter.com.cn/news-81050124-4.html,招标,,,,,
151,"
                                                中华人民共和国河北出入境边防检查总站资金存放银行服务代理项目
                                            ",,http://www.bidcenter.com.cn/news-81050053-4.html,招标,,,,,
152,"
                                                河北承德国家雪上项目训练基地冬季两项赛道（赛道项目、附属工程）EPC
                                            ",,http://www.bidcenter.com.cn/news-81050050-4.html,招标,,,,,
153,"
                                                河北承德国家雪上项目训练基地冬季两项赛道（赛道项目、附属工程）监理
                                            ",,http://www.bidcenter.com.cn/news-81050040-4.html,招标,,,,,
154,"
                                                河北省廊坊市三河示范工程东区矿山地质环境综合治理监理项目中标公告
                                            ",,http://www.bidcenter.com.cn/news-81050009-4.html,招标,,,,,
155,"
                                                河北省廊坊市三河东部矿区原1号标权矿山地质环境综合治理监理项目中标公告
                                            ",,http://www.bidcenter.com.cn/news-81049993-4.html,招标,,,,,
156,"
                                                河北邯郸机场改扩建项目供油工程监理招标公告
                                            ",,http://www.bidcenter.com.cn/news-81049870-1.html,招标,,,,,
157,"
                                                河北霸州市第二医院医疗设备采购
                                            ",,http://www.bidcenter.com.cn/news-81049811-1.html,招标,,,,,
158,"
                                                河北中医学院2019年一流大学-科研平台基础条件提升项目中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81049661-4.html,招标,,,,,
159,"
                                                河北张家口机场改扩建项目供油工程监理招标公告
                                            ",,http://www.bidcenter.com.cn/news-81049150-1.html,招标,,,,,
160,"
                                                河北人卫智慧数字研发综合服务示范项目-围墙建设项目招标公告
                                            ",,http://www.bidcenter.com.cn/news-81049130-1.html,招标,,,,,
161,"
                                                河北省烟草公司邢台市公司2019年安全评测服务采购项目招标公告
                                            ",,http://www.bidcenter.com.cn/news-81048803-1.html,招标,,,,,
162,"
                                                中国移动河北公司基站综合服务项目（2019年第一批）（重新比选）项目_中选候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81048497-4.html,招标,,,,,
163,"
                                                河北太行机械工业有限公司11月专用模具询价-11垫块及上下模落料4种
                                            ",,http://www.bidcenter.com.cn/news-81048179-1.html,招标,,,,,
164,"
                                                河北省气候生态环境监测与定量评估系统竞争性磋商公告
                                            ",,http://www.bidcenter.com.cn/news-81048164-1.html,招标,,,,,
165,"
                                                河北兰州盾构项目管道安装用钢支座加工定作(二次）招标项目
                                            ",,http://www.bidcenter.com.cn/news-81047378-1.html,招标,,,,,
166,"
                                                河北河北工程大学附属医院C型臂采购项目国际招标公告(1)
                                            ",,http://www.bidcenter.com.cn/news-81045994-1.html,招标,,,,,
167,"
                                                河北焦化技改项目生产安全事故应急预案评审招标公告
                                            ",,http://www.bidcenter.com.cn/news-81045978-1.html,招标,,,,,
168,"
                                                河北石家庄云瑧金陵世贸广场酒店有限公司汽改水项目-制冷系统改造招标公告
                                            ",,http://www.bidcenter.com.cn/news-81045347-1.html,招标,,,,,
169,"
                                                河北丰宁驾驶服务外包项目询价采购询价公告
                                            ",,http://www.bidcenter.com.cn/news-81045341-1.html,招标,,,,,
170,"
                                                河北丛台区三陵乡（东陶庄村街道粉刷）人居环境提升工程项目中标公告
                                            ",,http://www.bidcenter.com.cn/news-81045091-4.html,招标,,,,,
171,"
                                                河北用电维保托管项目（二次）中标候选人公示
                                            ",,http://www.bidcenter.com.cn/news-81045054-4.html,招标,,,,,
172,"
                                                河北银保监局2020年度科技外包服务项目更正公告
                                            ",,http://www.bidcenter.com.cn/news-81044510-6.html,招标,,,,,
173,"
                                                (XJ019110400027)河北华柴钢材招标公告
                                            ",,http://www.bidcenter.com.cn/news-81043698-1.html,招标,,,,,
