,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
36,"
石家庄经济技术开发区污水处理厂药剂采购入围项目(2019年）
",,http://www.bidcenter.com.cn/news-81951586-6.html,招标,,,,,
37,"
安次区全民健身示范基地和健身与健康融合中心项目中标公告
",,http://www.bidcenter.com.cn/news-81951573-4.html,中标,,,,,
38,"
涞水县房涞扶贫产业基地建设项目一期混凝土询价公告
",,http://www.bidcenter.com.cn/news-81949555-1.html,招标,,,,,
39,"
全民健身示范基地场地建设合同书合同公告
",,http://www.bidcenter.com.cn/news-81942841-4.html,招标,,,,,
40,"
唐山高新技术产业开发区庆北办事处刘家洼村-村庄标识牌制作及安装（二次）竞争性谈判公告
",,http://www.bidcenter.com.cn/news-81942109-1.html,招标,,,,,
41,"
唐山高新技术产业开发区庆北办事处宋各庄村-村庄标识牌制作及安装（二次）竞争性谈判公告
",,http://www.bidcenter.com.cn/news-81942105-1.html,招标,,,,,
42,"
沧州经济开发区融媒体中心指挥中心建设项目
",,http://www.bidcenter.com.cn/news-81936847-1.html,招标,,,,,
43,"
37大类综合测试仪（采五）招标公告
",,http://www.bidcenter.com.cn/news-81927444-1.html,招标,,,,,
44,"
南堡油田1-7导管架平台生产与测试技术研究-气举采油井井筒内流体传热机理及不同绝热材料评价优选招标公告
",,http://www.bidcenter.com.cn/news-81927404-1.html,招标,,,,,
45,"
秦皇岛市第七中学打印及复印外包服务更正公告
",,http://www.bidcenter.com.cn/news-81927059-6.html,招标,,,,,
46,"
承德县农村治安家庭财产保险服务招标变更
",,http://www.bidcenter.com.cn/news-81924322-6.html,招标,,,,,
47,"
沧州临港经济技术开发区综合执法局环卫清扫车、应急巡查车采购项目公开招标公告
",,http://www.bidcenter.com.cn/news-81923431-1.html,招标,,,,,
48,"
沧州银行桌面管理系统招标公告
",,http://www.bidcenter.com.cn/news-81917361-1.html,招标,,,,,
49,"
沧州银行安全设备招标公告
",,http://www.bidcenter.com.cn/news-81917295-1.html,招标,,,,,
50,"
沧州银行网站防篡改招标公告
",,http://www.bidcenter.com.cn/news-81917289-1.html,招标,,,,,
51,"
廊坊开发区大官地村街积水路段紧急修整工程（二次）竞争性磋商公告
",,http://www.bidcenter.com.cn/news-81911060-1.html,招标,,,,,
52,"
河北省烟草公司邯郸市公司采购补充医疗保险服务项目中标公告
",,http://www.bidcenter.com.cn/news-81910446-6.html,中标,,,,,
53,"
河北霸州经济开发区管理委员会综治中心规范化示范点设备采购及安装项目（二次）中标公告
",,http://www.bidcenter.com.cn/news-81909798-4.html,中标,,,,,
54,"
继电保护测试仪采购公告
",,http://www.bidcenter.com.cn/news-81907431-1.html,招标,,,,,
55,"
河北河北省烟草公司张家口市公司其他商业保险（专卖执法人员及公安派驻人员意外伤害保险）项目（三次）中标候选人公示
",,http://www.bidcenter.com.cn/news-81907384-4.html,中标,,,,,
56,"
2019年河北SOC平台扩容工程4A平台IPV6改造软件开发招标公告
",,http://www.bidcenter.com.cn/news-81906887-1.html,招标,,,,,
57,"
张家口经济开发区沙岭子实验小学取暖设备采购项目中标公示
",,http://www.bidcenter.com.cn/news-81906804-4.html,中标,,,,,
58,"
2019年初预算安全生产实操基地建设二期工程（专用设备中标结果
",,http://www.bidcenter.com.cn/news-81906139-4.html,中标,,,,,
59,"
沧州市应急管理局2019年初预算安全生产实操基地建设二期工程(专用设备采购）竞争性磋商
",,http://www.bidcenter.com.cn/news-81906040-1.html,招标,,,,,
60,"
“省委政法委新媒体中心”服务外包招标公告
",,http://www.bidcenter.com.cn/news-81903340-1.html,招标,,,,,
61,"
T13110019020101-1衡水市开发区2019衡开21号出让公告
",,http://www.bidcenter.com.cn/news-81903300-1.html,招标,,,,,
62,"
河北任县农村商业银行股份有限公司社保缴费智能云终端采购项目中标公示
",,http://www.bidcenter.com.cn/news-81903127-4.html,中标,,,,,
63,"
2019年中国联通唐山市分公司营业坐席外包(二次)招标公告
",,http://www.bidcenter.com.cn/news-81901104-1.html,招标,,,,,
64,"
邢台经济开发区留村镇电网提升改造项目
",,http://www.bidcenter.com.cn/news-81899874-1.html,招标,,,,,
65,"
河北基于大数据的高校质量保证体系诊断与改进平台供应商入围项目中标公示
",,http://www.bidcenter.com.cn/news-81898764-4.html,中标,,,,,
66,"
河北勘探院廊坊院区工程技术研究所筹备组科研业务外包项目
",,http://www.bidcenter.com.cn/news-81898287-1.html,招标,,,,,
67,"
保定银行股份有限公司保定银行生产数据中心基础设施维保项目更正公告
",,http://www.bidcenter.com.cn/news-81895833-6.html,招标,,,,,
